Age,Gender,Event,Course,B,BB,A,AA,AAA,AAAA
11,Boys,200 BR,SCM,2:57.49,3:05.99,3:14.49,3:22.89,3:39.79,3:56.69
11,Boys,50 FL,SCM,31.89,33.69,35.49,37.19,40.79,44.29
11,Boys,100 FL,SCM,1:11.19,1:15.29,1:19.39,1:23.49,1:31.69,1:39.99
11,Boys,200 FL,SCM,2:38.89,2:46.49,2:54.09,3:01.59,3:16.79,3:31.89
11,Boys,100 IM,SCM,1:12.49,1:16.09,1:19.59,1:23.19,1:30.19,1:37.29
11,Boys,200 IM,SCM,2:36.89,2:44.89,2:52.89,3:00.89,3:16.89,3:32.89
11,Boys,400 IM,SCM,5:32.79,5:48.59,6:04.49,6:20.29,6:51.99,7:23.69
12,Girls,50 FR,SCM,37.59,34.99,32.39,31.09,29.79,28.49
12,Girls,100 FR,SCM,1:22.59,1:16.69,1:10.79,1:07.79,1:04.89,1:01.89
12,Girls,200 FR,SCM,3:00.49,2:47.59,2:34.69,2:28.29,2:21.89,2:15.39
12,Girls,400 FR,SCM,6:22.69,5:55.29,5:27.99,5:14.29,5:00.69,4:46.99
12,Girls,800 FR,SCM,13:09.89,12:13.49,11:16.99,10:48.79,10:20.59,9:52.39
12,Girls,1500 FR,SCM,24:58.39,23:11.29,21:24.29,20:30.79,19:37.29,18:43.79
12,Girls,50 BK,SCM,42.89,39.79,36.79,35.19,33.69,32.19
12,Girls,100 BK,SCM,1:35.69,1:28.19,1:20.59,1:16.89,1:13.09,1:09.29
12,Girls,200 BK,SCM,3:18.99,3:04.79,2:50.59,2:43.49,2:36.39,2:29.29
12,Girls,50 BR,SCM,48.59,45.19,41.69,39.99,38.19,36.49
12,Girls,100 BR,SCM,1:46.59,1:38.69,1:30.89,1:26.89,1:22.99,1:18.99
12,Girls,200 BR,SCM,3:47.49,3:31.19,3:14.99,3:06.89,2:58.69,2:50.59
12,Girls,50 FL,SCM,40.89,37.99,34.99,33.59,32.09,30.69
12,Girls,100 FL,SCM,1:35.09,1:27.49,1:19.89,1:16.09,1:12.29,1:08.49
12,Girls,200 FL,SCM,3:22.59,3:08.19,2:53.69,2:46.49,2:39.19,2:31.99
12,Girls,100 IM,SCM,1:34.19,1:27.49,1:20.79,1:17.39,1:14.09,1:10.69
12,Girls,200 IM,SCM,3:23.29,3:08.79,2:54.19,2:46.99,2:39.69,2:32.49
12,Girls,400 IM,SCM,7:13.49,6:42.49,6:11.59,5:56.09,5:40.59,5:25.09
12,Boys,50 FR,SCM,27.19,28.49,29.79,31.09,33.69,36.29
12,Boys,100 FR,SCM,59.29,1:02.09,1:04.89,1:07.69,1:13.39,1:18.99
12,Boys,200 FR,SCM,2:09.29,2:15.49,2:21.59,2:27.79,2:40.09,2:52.39
12,Boys,400 FR,SCM,4:35.59,4:48.69,5:01.79,5:14.99,5:41.19,6:07.49
12,Boys,800 FR,SCM,9:39.79,10:07.39,10:34.99,11:02.59,11:57.89,12:53.09
12,Boys,1500 FR,SCM,18:14.89,19:06.99,19:59.09,20:51.29,22:35.49,24:19.79
12,Boys,50 BK,SCM,31.19,32.79,34.49,36.09,39.29,42.59
12,Boys,100 BK,SCM,1:05.79,1:09.39,1:12.89,1:16.49,1:23.69,1:30.79
12,Boys,200 BK,SCM,2:23.29,2:30.09,2:36.89,2:43.69,2:57.39,3:10.99
12,Boys,50 BR,SCM,34.89,36.69,38.59,40.49,44.29,48.09
12,Boys,100 BR,SCM,1:14.99,1:18.89,1:22.79,1:26.69,1:34.49,1:42.29
12,Boys,200 BR,SCM,2:42.79,2:50.59,2:58.29,3:06.09,3:21.59,3:37.09
12,Boys,50 FL,SCM,29.59,31.19,32.79,34.49,37.69,40.99
12,Boys,100 FL,SCM,1:05.29,1:08.99,1:12.79,1:16.49,1:24.09,1:31.59
12,Boys,200 FL,SCM,2:26.49,2:33.39,2:40.39,2:47.39,3:01.29,3:15.29
12,Boys,100 IM,SCM,1:07.49,1:10.69,1:13.99,1:17.29,1:23.89,1:30.49
12,Boys,200 IM,SCM,2:25.99,2:33.39,2:40.89,2:48.29,3:03.19,3:18.09
12,Boys,400 IM,SCM,5:12.79,5:27.69,5:42.59,5:57.49,6:27.19,6:56.99
13,Girls,50 FR,SCM,36.79,34.19,31.59,30.19,28.89,27.59
13,Girls,100 FR,SCM,1:20.09,1:14.39,1:08.69,1:05.79,1:02.89,1:00.09
13,Girls,200 FR,SCM,2:54.29,2:41.79,2:29.39,2:23.19,2:16.99,2:10.69
13,Girls,400 FR,SCM,6:07.99,5:41.69,5:15.49,5:02.29,4:49.19,4:35.99
13,Girls,800 FR,SCM,12:46.39,11:51.59,10:56.89,10:29.49,10:02.19,9:34.79
13,Girls,1500 FR,SCM,24:07.99,22:24.59,20:41.19,19:49.49,18:57.79,18:05.99
13,Girls,50 BK,SCM,41.09,38.19,35.29,33.79,32.29,30.89
13,Girls,100 BK,SCM,1:27.59,1:21.39,1:15.09,1:11.99,1:08.79,1:05.69
13,Girls,200 BK,SCM,3:08.89,2:55.39,2:41.89,2:35.19,2:28.39,2:21.69
13,Girls,50 BR,SCM,47.69,44.29,40.89,39.19,37.49,35.79
13,Girls,100 BR,SCM,1:40.49,1:33.29,1:26.19,1:22.59,1:18.99,1:15.39
13,Girls,200 BR,SCM,3:36.49,3:21.09,3:05.59,2:57.89,2:50.09,2:42.39
13,Girls,50 FL,SCM,40.49,37.69,34.79,33.29,31.89,30.39
13,Girls,100 FL,SCM,1:27.19,1:20.99,1:14.69,1:11.59,1:08.49,1:05.39
13,Girls,200 FL,SCM,3:14.79,3:00.89,2:46.99,2:39.99,2:33.09,2:26.09
13,Girls,200 IM,SCM,3:15.19,3:01.29,2:47.29,2:40.39,2:33.39,2:26.39
13,Girls,400 IM,SCM,6:53.39,6:23.89,5:54.39,5:39.59,5:24.89,5:10.09
13,Boys,50 FR,SCM,25.79,26.99,28.19,29.49,31.89,34.39
13,Boys,100 FR,SCM,55.99,58.69,1:01.29,1:03.99,1:09.29,1:14.59
13,Boys,200 FR,SCM,2:02.49,2:08.29,2:14.09,2:19.99,2:31.59,2:43.29
13,Boys,400 FR,SCM,4:21.69,4:34.09,4:46.59,4:58.99,5:23.99,5:48.89
13,Boys,800 FR,SCM,9:01.39,9:27.09,9:52.89,10:18.69,11:10.19,12:01.79
13,Boys,1500 FR,SCM,17:14.39,18:03.59,18:52.89,19:42.09,21:20.59,22:59.09
13,Boys,50 BK,SCM,29.39,30.79,32.19,33.59,36.39,39.09
13,Boys,100 BK,SCM,1:01.59,1:04.59,1:07.49,1:10.39,1:16.29,1:22.19
13,Boys,200 BK,SCM,2:14.39,2:20.79,2:27.19,2:33.59,2:46.39,2:59.19
13,Boys,50 BR,SCM,33.59,35.19,36.79,38.39,41.59,44.69
13,Boys,100 BR,SCM,1:09.89,1:13.19,1:16.59,1:19.89,1:26.49,1:33.19
13,Boys,200 BR,SCM,2:31.59,2:38.89,2:46.09,2:53.29,3:07.69,3:22.19
13,Boys,50 FL,SCM,28.79,30.09,31.49,32.89,35.59,38.29
13,Boys,100 FL,SCM,1:01.09,1:04.09,1:06.99,1:09.89,1:15.69,1:21.49
13,Boys,200 FL,SCM,2:16.99,2:23.49,2:29.99,2:36.49,2:49.59,3:02.59
13,Boys,200 IM,SCM,2:16.49,2:22.99,2:29.49,2:35.99,2:48.99,3:01.99
13,Boys,400 IM,SCM,4:52.39,5:06.29,5:20.29,5:34.19,6:01.99,6:29.89
14,Girls,50 FR,SCM,36.09,33.49,30.99,29.69,28.39,27.09
14,Girls,100 FR,SCM,1:18.49,1:12.89,1:07.29,1:04.49,1:01.69,58.89
14,Girls,200 FR,SCM,2:49.99,2:37.79,2:25.69,2:19.59,2:13.59,2:07.49
14,Girls,400 FR,SCM,6:00.79,5:34.99,5:09.29,4:56.39,4:43.49,4:30.59
14,Girls,800 FR,SCM,12:25.59,11:32.29,10:39.09,10:12.49,9:45.79,9:19.19
14,Girls,1500 FR,SCM,23:36.69,21:55.49,20:14.29,19:23.69,18:33.09,17:42.59
14,Girls,50 BK,SCM,40.39,37.49,34.59,33.19,31.79,30.29
14,Girls,100 BK,SCM,1:25.29,1:19.19,1:13.09,1:10.09,1:06.99,1:03.99
14,Girls,200 BK,SCM,3:05.49,2:52.29,2:38.99,2:32.39,2:25.79,2:19.19
14,Girls,50 BR,SCM,46.49,43.19,39.89,38.19,36.59,34.89
14,Girls,100 BR,SCM,1:38.09,1:31.09,1:24.09,1:20.59,1:17.09,1:13.59
14,Girls,200 BR,SCM,3:31.09,3:15.99,3:00.89,2:53.39,2:45.89,2:38.29
14,Girls,50 FL,SCM,39.79,36.89,34.09,32.69,31.29,29.89
14,Girls,100 FL,SCM,1:24.99,1:18.89,1:12.79,1:09.79,1:06.79,1:03.69
14,Girls,200 FL,SCM,3:09.39,2:55.89,2:42.29,2:35.59,2:28.79,2:22.09
14,Girls,200 IM,SCM,3:10.69,2:57.09,2:43.39,2:36.59,2:29.79,2:22.99
14,Girls,400 IM,SCM,6:44.59,6:15.69,5:46.79,5:32.39,5:17.89,5:03.49
14,Boys,50 FR,SCM,24.79,25.89,27.09,28.29,30.69,32.99
14,Boys,100 FR,SCM,53.99,56.49,59.09,1:01.69,1:06.79,1:11.89
14,Boys,200 FR,SCM,1:58.19,2:03.79,2:09.39,2:14.99,2:26.29,2:37.49
14,Boys,400 FR,SCM,4:13.29,4:25.39,4:37.39,4:49.49,5:13.59,5:37.69
14,Boys,800 FR,SCM,8:45.99,9:11.09,9:36.09,10:01.19,10:51.29,11:41.29
14,Boys,1500 FR,SCM,16:41.49,17:29.09,18:16.79,19:04.49,20:39.89,22:15.29
14,Boys,50 BK,SCM,27.89,29.19,30.59,31.89,34.59,37.19
14,Boys,100 BK,SCM,59.09,1:01.99,1:04.79,1:07.59,1:13.19,1:18.79
14,Boys,200 BK,SCM,2:08.59,2:14.79,2:20.89,2:26.99,2:39.29,2:51.49
14,Boys,50 BR,SCM,31.99,33.49,34.99,36.49,39.59,42.59
14,Boys,100 BR,SCM,1:06.79,1:09.99,1:13.19,1:16.39,1:22.69,1:29.09
14,Boys,200 BR,SCM,2:25.29,2:32.19,2:39.09,2:46.09,2:59.89,3:13.69
14,Boys,50 FL,SCM,27.49,28.79,30.09,31.39,33.99,36.59
14,Boys,100 FL,SCM,58.39,1:01.19,1:03.99,1:06.79,1:12.29,1:17.89
14,Boys,200 FL,SCM,2:09.99,2:16.19,2:22.39,2:28.59,2:40.99,2:53.29
14,Boys,200 IM,SCM,2:10.89,2:17.19,2:23.39,2:29.59,2:42.09,2:54.59
14,Boys,400 IM,SCM,4:39.89,4:53.19,5:06.49,5:19.89,5:46.49,6:13.19
15,Girls,50 FR,SCM,35.59,33.09,30.59,29.29,27.99,26.69
15,Girls,100 FR,SCM,1:17.49,1:11.99,1:06.39,1:03.69,1:00.89,58.09
15,Girls,200 FR,SCM,2:47.19,2:35.29,2:23.39,2:17.39,2:11.39,2:05.39
15,Girls,400 FR,SCM,5:57.09,5:31.59,5:06.09,4:53.39,4:40.59,4:27.89
15,Girls,800 FR,SCM,12:14.89,11:22.39,10:29.89,10:03.69,9:37.39,9:11.19
15,Girls,1500 FR,SCM,23:32.39,21:51.49,20:10.69,19:20.19,18:29.79,17:39.29
15,Girls,100 BK,SCM,1:23.89,1:17.89,1:11.89,1:08.89,1:05.89,1:02.89
15,Girls,200 BK,SCM,3:02.19,2:49.19,2:36.19,2:29.59,2:23.09,2:16.59
15,Girls,100 BR,SCM,1:36.69,1:29.79,1:22.89,1:19.39,1:15.99,1:12.49
15,Girls,200 BR,SCM,3:27.89,3:13.09,2:58.19,2:50.79,2:43.39,2:35.99
15,Girls,100 FL,SCM,1:23.69,1:17.79,1:11.79,1:08.79,1:05.79,1:02.79
15,Girls,200 FL,SCM,3:05.89,2:52.59,2:39.29,2:32.69,2:26.09,2:19.39
15,Girls,200 IM,SCM,3:06.69,2:53.29,2:39.99,2:33.39,2:26.69,2:19.99
15,Girls,400 IM,SCM,6:40.89,6:12.29,5:43.59,5:29.29,5:14.99,5:00.69
15,Boys,50 FR,SCM,23.89,25.09,26.19,27.29,29.59,31.89
15,Boys,100 FR,SCM,52.49,54.99,57.49,59.99,1:04.99,1:09.99
15,Boys,200 FR,SCM,1:54.59,2:00.09,2:05.59,2:10.99,2:21.89,2:32.79
15,Boys,400 FR,SCM,4:06.99,4:18.69,4:30.49,4:42.29,5:05.79,5:29.29
15,Boys,800 FR,SCM,8:34.29,8:58.79,9:23.29,9:47.79,10:36.79,11:25.69
15,Boys,1500 FR,SCM,16:14.89,17:01.29,17:47.69,18:34.09,20:06.99,21:39.79
15,Boys,100 BK,SCM,57.59,1:00.29,1:03.09,1:05.79,1:11.29,1:16.79
15,Boys,200 BK,SCM,2:05.79,2:11.79,2:17.79,2:23.79,2:35.79,2:47.69
15,Boys,100 BR,SCM,1:05.09,1:08.19,1:11.29,1:14.39,1:20.59,1:26.79
15,Boys,200 BR,SCM,2:22.09,2:28.89,2:35.69,2:42.39,2:55.99,3:09.49
15,Boys,100 FL,SCM,56.89,59.69,1:02.39,1:05.09,1:10.49,1:15.89
15,Boys,200 FL,SCM,2:07.59,2:13.69,2:19.79,2:25.79,2:37.99,2:50.09
15,Boys,200 IM,SCM,2:07.79,2:13.89,2:19.99,2:26.09,2:38.19,2:50.39
15,Boys,400 IM,SCM,4:34.79,4:47.89,5:00.99,5:13.99,5:40.19,6:06.39
16,Girls,50 FR,SCM,35.29,32.79,30.29,28.99,27.79,26.49
16,Girls,100 FR,SCM,1:16.59,1:11.19,1:05.69,1:02.99,1:00.19,57.49
16,Girls,200 FR,SCM,2:45.09,2:33.29,2:21.49,2:15.59,2:09.69,2:03.79
16,Girls,400 FR,SCM,5:52.29,5:27.19,5:01.99,4:49.39,4:36.79,4:24.29
16,Girls,800 FR,SCM,12:13.39,11:21.09,10:28.69,10:02.49,9:36.29,9:10.09
16,Girls,1500 FR,SCM,23:14.89,21:35.29,19:55.69,19:05.79,18:15.99,17:26.19
16,Girls,100 BK,SCM,1:22.89,1:16.89,1:10.99,1:08.09,1:05.09,1:02.19
16,Girls,200 BK,SCM,2:59.59,2:46.69,2:33.89,2:27.49,2:21.09,2:14.69
16,Girls,100 BR,SCM,1:35.69,1:28.79,1:21.99,1:18.59,1:15.19,1:11.79
16,Girls,200 BR,SCM,3:27.09,3:12.39,2:57.59,2:50.19,2:42.79,2:35.39
16,Girls,100 FL,SCM,1:22.59,1:16.69,1:10.79,1:07.89,1:04.89,1:01.99
16,Girls,200 FL,SCM,3:03.79,2:50.69,2:37.59,2:30.99,2:24.49,2:17.89
16,Girls,200 IM,SCM,3:04.89,2:51.69,2:38.49,2:31.89,2:25.29,2:18.69
16,Girls,400 IM,SCM,6:35.79,6:07.49,5:39.29,5:25.09,5:10.99,4:56.89
16,Boys,50 FR,SCM,23.59,24.69,25.79,26.99,29.19,31.39
16,Boys,100 FR,SCM,51.69,54.19,56.59,59.09,1:03.99,1:08.89
16,Boys,200 FR,SCM,1:52.99,1:58.29,2:03.69,2:09.09,2:19.79,2:30.59
16,Boys,400 FR,SCM,4:03.09,4:14.69,4:26.29,4:37.79,5:00.99,5:24.09
16,Boys,800 FR,SCM,8:26.49,8:50.59,9:14.79,9:38.89,10:27.09,11:15.29
16,Boys,1500 FR,SCM,15:59.19,16:44.89,17:30.49,18:16.19,19:47.59,21:18.89
16,Boys,100 BK,SCM,56.19,58.89,1:01.49,1:04.19,1:09.49,1:14.89
16,Boys,200 BK,SCM,2:03.09,2:08.89,2:14.79,2:20.59,2:32.29,2:44.09
16,Boys,100 BR,SCM,1:03.79,1:06.79,1:09.89,1:12.89,1:18.99,1:25.09
16,Boys,200 BR,SCM,2:18.49,2:25.09,2:31.69,2:38.29,2:51.39,3:04.59
16,Boys,100 FL,SCM,55.79,58.39,1:01.09,1:03.69,1:08.99,1:14.29
16,Boys,200 FL,SCM,2:04.89,2:10.89,2:16.79,2:22.79,2:34.69,2:46.59
16,Boys,200 IM,SCM,2:05.39,2:11.39,2:17.29,2:23.29,2:35.19,2:47.19
16,Boys,400 IM,SCM,4:28.49,4:41.19,4:53.99,5:06.79,5:32.39,5:57.89
17,Girls,50 FR,SCM,35.09,32.59,30.09,28.79,27.59,26.29
17,Girls,100 FR,SCM,1:16.09,1:10.69,1:05.19,1:02.49,59.79,57.09
17,Girls,200 FR,SCM,2:44.59,2:32.79,2:21.09,2:15.19,2:09.29,2:03.39
17,Girls,400 FR,SCM,5:51.49,5:26.39,5:01.29,4:48.69,4:36.19,4:23.59
17,Girls,800 FR,SCM,12:07.09,11:15.19,10:23.29,9:57.29,9:31.29,9:05.39
17,Girls,1500 FR,SCM,23:07.39,21:28.29,19:49.19,18:59.69,18:10.09,17:20.59
17,Girls,100 BK,SCM,1:22.29,1:16.39,1:10.59,1:07.59,1:04.69,1:01.69
17,Girls,200 BK,SCM,2:58.59,2:45.79,2:33.09,2:26.69,2:20.29,2:13.99
17,Girls,100 BR,SCM,1:34.59,1:27.79,1:21.09,1:17.69,1:14.29,1:10.89
17,Girls,200 BR,SCM,3:26.39,3:11.69,2:56.89,2:49.59,2:42.19,2:34.79
17,Girls,100 FL,SCM,1:21.89,1:15.99,1:10.19,1:07.29,1:04.39,1:01.39
17,Girls,200 FL,SCM,3:02.39,2:49.39,2:36.29,2:29.79,2:23.29,2:16.79
17,Girls,200 IM,SCM,3:03.59,2:50.49,2:37.39,2:30.79,2:24.29,2:17.69
17,Girls,400 IM,SCM,6:31.29,6:03.29,5:35.39,5:21.39,5:07.39,4:53.49
17,Boys,50 FR,SCM,23.29,24.39,25.49,26.59,28.79,30.99
17,Boys,100 FR,SCM,50.89,53.29,55.69,58.19,1:02.99,1:07.79
17,Boys,200 FR,SCM,1:52.19,1:57.49,2:02.89,2:08.19,2:18.89,2:29.59
17,Boys,400 FR,SCM,4:01.09,4:12.49,4:23.99,4:35.49,4:58.49,5:21.39
17,Boys,800 FR,SCM,8:24.89,8:48.89,9:12.99,9:36.99,10:25.09,11:13.19
17,Boys,1500 FR,SCM,15:58.09,16:43.79,17:29.39,18:14.99,19:46.29,21:17.49
17,Boys,100 BK,SCM,55.39,57.99,1:00.69,1:03.29,1:08.59,1:13.79
17,Boys,200 BK,SCM,2:01.09,2:06.89,2:12.59,2:18.39,2:29.89,2:41.39
17,Boys,100 BR,SCM,1:02.59,1:05.59,1:08.59,1:11.49,1:17.49,1:23.49
17,Boys,200 BR,SCM,2:16.09,2:22.59,2:29.09,2:35.59,2:48.49,3:01.49
17,Boys,100 FL,SCM,54.79,57.39,1:00.09,1:02.69,1:07.89,1:13.09
17,Boys,200 FL,SCM,2:03.29,2:09.19,2:15.09,2:20.89,2:32.69,2:44.39
17,Boys,200 IM,SCM,2:03.99,2:09.89,2:15.79,2:21.69,2:33.49,2:45.29
17,Boys,400 IM,SCM,4:26.79,4:39.49,4:52.19,5:04.99,5:30.39,5:55.79
18,Girls,50 FR,SCM,34.79,32.29,29.89,28.59,27.39,26.09
18,Girls,100 FR,SCM,1:15.59,1:10.19,1:04.79,1:02.09,59.39,56.69
18,Girls,200 FR,SCM,2:44.19,2:32.49,2:20.89,2:14.89,2:08.99,2:03.09
18,Girls,400 FR,SCM,5:48.39,5:23.49,4:58.59,4:46.19,4:33.79,4:21.29
18,Girls,800 FR,SCM,12:10.09,11:17.89,10:25.79,9:59.69,9:33.59,9:07.59
18,Girls,1500 FR,SCM,22:47.19,21:09.49,19:31.89,18:43.09,17:54.19,17:05.39
18,Girls,100 BK,SCM,1:22.19,1:16.39,1:10.49,1:07.59,1:04.59,1:01.69
18,Girls,200 BK,SCM,2:58.79,2:45.99,2:33.19,2:26.89,2:20.49,2:14.09
18,Girls,100 BR,SCM,1:34.09,1:27.39,1:20.69,1:17.29,1:13.99,1:10.59
18,Girls,200 BR,SCM,3:24.29,3:09.79,2:55.19,2:47.89,2:40.59,2:33.29
18,Girls,100 FL,SCM,1:21.59,1:15.79,1:09.99,1:07.09,1:04.09,1:01.19
18,Girls,200 FL,SCM,3:00.69,2:47.79,2:34.89,2:28.49,2:21.99,2:15.59
18,Girls,200 IM,SCM,3:03.59,2:50.49,2:37.39,2:30.79,2:24.19,2:17.69
18,Girls,400 IM,SCM,6:31.09,6:03.09,5:35.19,5:21.19,5:07.29,4:53.29
18,Boys,50 FR,SCM,22.89,23.99,25.09,26.19,28.29,30.49
18,Boys,100 FR,SCM,50.29,52.69,55.09,57.49,1:02.29,1:07.09
18,Boys,200 FR,SCM,1:51.09,1:56.39,2:01.69,2:06.99,2:17.59,2:28.19
18,Boys,400 FR,SCM,3:59.39,4:10.79,4:22.19,4:33.59,4:56.39,5:19.19
18,Boys,800 FR,SCM,8:22.99,8:46.99,9:10.89,9:34.89,10:22.79,11:10.69
18,Boys,1500 FR,SCM,15:52.39,16:37.79,17:23.09,18:08.49,19:39.19,21:09.89
18,Boys,100 BK,SCM,54.39,56.99,59.59,1:02.09,1:07.29,1:12.49
18,Boys,200 BK,SCM,1:59.69,2:05.39,2:11.09,2:16.69,2:28.09,2:39.49
18,Boys,100 BR,SCM,1:02.09,1:05.09,1:07.99,1:10.99,1:16.89,1:22.79
18,Boys,200 BR,SCM,2:14.99,2:21.39,2:27.89,2:34.29,2:47.09,2:59.99
18,Boys,100 FL,SCM,54.39,56.99,59.59,1:02.09,1:07.29,1:12.49
18,Boys,200 FL,SCM,2:02.29,2:08.09,2:13.89,2:19.69,2:31.39,2:42.99
18,Boys,200 IM,SCM,2:02.59,2:08.39,2:14.19,2:20.09,2:31.69,2:43.39
18,Boys,400 IM,SCM,4:24.49,4:37.09,4:49.69,5:02.29,5:27.49,5:52.59
